AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
RKS,Southwest Wyoming Regional Airport,Wyoming,41.5942,-109.065001,2021,588,79.93,4.25,15.37,260.0
CMX,Houghton County Memorial Airport,Michigan,47.168399810791016,-88.48909759521484,2021,731,81.53,4.24,17.45,360.0
FOD,Fort Dodge Regional Airport,Iowa,42.551498409999994,-94.19259644000002,2021,520,87.12,4.23,6.98,355.41
AKN,King Salmon Airport,Alaska,58.67679977,-156.6490021,2021,485,72.99,4.12,8.48,247.73
ORH,Worcester Regional Airport,Massachusetts,42.26729965209961,-71.87570190429688,2021,317,75.71,4.1,10.65,360.22
MCW,Mason City Municipal Airport,Iowa,43.1577987671,-93.3312988281,2021,524,84.16,4.01,11.12,289.0
USA,Concord-Padgett Regional Airport,North Carolina,35.387798,-80.709099,2021,1261,65.11,3.97,20.08,564.4
OTZ,Ralph Wien Memorial Airport,Alaska,66.88469696,-162.598999,2021,584,84.76,3.94,-1.34,548.0
LAR,Laramie Regional Airport,Wyoming,41.31209945678711,-105.67500305175778,2021,623,84.27,3.85,9.15,113.0
MTJ,Montrose Regional Airport,Colorado,38.5097999573,-107.893997192,2021,3121,78.34,3.84,10.74,500.09
TXK,Texarkana Regional Webb Field,Arkansas,33.45370101928711,-93.99099731445312,2021,1069,81.85,3.84,5.23,181.0
OGS,Ogdensburg International Airport,New York,44.6819000244,-75.46549987790002,2021,627,77.67,3.83,23.7,442.6
LBE,Arnold Palmer Regional Airport,Pennsylvania,40.275901790000006,-79.40480042,2021,1046,82.5,3.82,3.04,753.99
ACT,Waco Regional Airport,Texas,31.611299514770508,-97.23049926757812,2021,1622,83.11,3.82,1.82,89.0
HGR,Hagerstown Regional Richard A Henson Field,Maryland,39.707901,-77.72949982000002,2021,185,61.62,3.78,18.54,737.11
BLI,Bellingham International Airport,Washington,48.79280090332031,-122.53800201416016,2021,2465,86.98,3.77,3.28,489.17
BLV,Scott AFB/Midamerica Airport,Illinois,38.54520000000001,-89.835197,2021,1316,63.22,3.72,21.38,829.12
PIR,Pierre Regional Airport,South Dakota,44.38270187,-100.2860031,2021,603,81.43,3.65,14.36,385.0
JST,John Murtha Johnstown Cambria County Airport,Pennsylvania,40.31610107421875,-78.83390045166016,2021,674,86.2,3.56,10.74,299.69
CLL,Easterwood Field,Texas,30.58860016,-96.36380005,2021,1383,78.24,3.47,3.28,163.99
HYA,Barnstable Municipal Boardman Polando Field,Massachusetts,41.66930008,-70.28040314000002,2021,118,73.73,3.39,28.81,196.0
MAF,Midland International Airport,Texas,31.9424991607666,-102.2020034790039,2021,7843,78.48,3.37,11.58,415.43
MFE,Mc Allen Miller International Airport,Texas,26.17580032,-98.23860168000002,2021,4119,76.4,3.35,13.52,509.11
SCK,Stockton Metropolitan Airport,California,37.894199371338,-121.2379989624,2021,666,66.37,3.3,18.3,403.71
SPI,Abraham Lincoln Capital Airport,Illinois,39.84410095,-89.67790222,2021,856,75.82,3.27,10.64,693.74
CDV,Merle K (Mudhole) Smith Airport,Alaska,60.491798399999986,-145.4779968,2021,706,76.91,3.26,0.66,185.82
MEI,Key Field,Mississippi,32.33259963989258,-88.75189971923828,2021,613,83.2,3.26,16.72,422.0
AMA,Rick Husband Amarillo International Airport,Texas,35.219398,-101.706001,2021,4460,74.53,3.23,15.55,389.54
DFW,Dallas Fort Worth International Airport,Texas,32.896800999999996,-97.038002,2021,279704,77.52,3.22,13.49,784.26
VCT,Victoria Regional Airport,Texas,28.85260009765625,-96.9185028076172,2021,625,88.8,3.2,6.2,123.0
BFF,Western Neb. Rgnl/William B. Heilig Airport,Nebraska,41.87400055,-103.59600070000002,2021,626,83.07,3.19,13.03,150.0
ACY,Atlantic City International Airport,New Jersey,39.45759963989258,-74.57720184326172,2021,3104,78.7,3.19,7.2,869.27
LWB,Greenbrier Valley Airport,West Virginia,37.85829925539999,-80.3994979858,2021,658,81.16,3.19,15.53,365.88
ATY,Watertown Regional Airport,South Dakota,44.91400146,-97.15470123,2021,608,78.29,3.13,16.61,513.91
FLG,Flagstaff Pulliam Airport,Arizona,35.13850021,-111.67099759999999,2021,2358,79.98,3.1,14.98,396.13
BUR,Bob Hope Airport,California,34.20069885253906,-118.35900115966794,2021,19492,80.04,3.08,9.5,560.57
LRD,Laredo International Airport,Texas,27.543800354003903,-99.46160125732422,2021,1465,81.64,3.07,7.53,446.23
GRI,Central Nebraska Regional Airport,Nebraska,40.96749877929688,-98.30960083007812,2021,945,78.2,3.07,9.7,649.43
SHV,Shreveport Regional Airport,Louisiana,32.446602,-93.8256,2021,4652,82.76,3.07,7.41,435.7
HYS,Hays Regional Airport,Kansas,38.84220122999999,-99.27320099,2021,624,85.74,3.04,2.92,298.0
SAF,Santa Fe Municipal Airport,New Mexico,35.617099762,-106.088996887,2021,1680,79.29,3.04,12.05,492.27
LCK,Rickenbacker International Airport,Ohio,39.813801,-82.92780299999998,2021,1153,62.1,3.04,23.83,724.09
ACV,California Redwood Coast-Humboldt County Airport,California,40.97810100000001,-124.109,2021,1724,80.97,3.02,8.87,514.74
BET,Bethel Airport,Alaska,60.77980042,-161.8379974,2021,698,66.76,3.01,10.95,399.0
LBB,Lubbock Preston Smith International Airport,Texas,33.663601,-101.822998,2021,5383,76.83,3.01,13.05,366.09
LNK,Lincoln Airport,Nebraska,40.85100173950195,-96.75920104980467,2021,1039,77.67,2.98,15.02,399.42
MEM,Memphis International Airport,Tennessee,35.04240036010742,-89.97669982910156,2021,19594,81.15,2.94,9.89,626.46
BPT,Southeast Texas Regional Airport,Texas,29.9507999420166,-94.02069854736328,2021,962,80.77,2.91,4.67,270.0
EWR,Newark Liberty International Airport,New Jersey,40.692501068115234,-74.168701171875,2021,89956,76.61,2.91,14.03,1150.81
HOU,William P Hobby Airport,Texas,29.645399089999998,-95.27890015,2021,48360,72.47,2.89,15.99,742.21
MHK,Manhattan Regional Airport,Kansas,39.14099884033203,-96.6707992553711,2021,1451,84.36,2.89,9.21,452.56
DRT,Del Rio International Airport,Texas,29.374200820900004,-100.927001953,2021,659,86.65,2.88,3.31,335.0
ABI,Abilene Regional Airport,Texas,32.411300659199995,-99.68190002439998,2021,2386,80.72,2.85,9.33,185.35
SUN,Friedman Memorial Airport,Idaho,43.50439835,-114.2959976,2021,2151,83.73,2.84,5.98,393.37
BKG,Branson Airport,Missouri,36.532082,-93.200544,2021,71,73.24,2.82,13.87,665.0
MLU,Monroe Regional Airport,Louisiana,32.51089859008789,-92.0376968383789,2021,2232,87.01,2.82,3.86,355.88
ROW,Roswell International Air Center Airport,New Mexico,33.30160140991211,-104.53099822998048,2021,1155,81.13,2.77,16.3,434.48
ALW,Walla Walla Regional Airport,Washington,46.09489822,-118.288002,2021,759,87.62,2.77,3.6,213.0
BQN,BQN,Puerto Rico,,,2021,1589,67.53,2.77,23.29,1275.75
GCK,Garden City Regional Airport,Kansas,37.9275016785,-100.72399902300002,2021,724,83.84,2.76,8.38,404.0
OME,Nome Airport,Alaska,64.51219940185547,-165.44500732421875,2021,580,87.76,2.76,-7.11,403.97
AEX,Alexandria International Airport,Louisiana,31.32740020751953,-92.54979705810548,2021,2425,85.73,2.76,4.34,427.37
SWF,Stewart International Airport,New York,41.50410079956055,-74.10479736328125,2021,511,61.64,2.74,20.91,925.12
CMI,University of Illinois Willard Airport,Illinois,40.03919983,-88.27809906,2021,1427,85.49,2.73,2.48,408.23
DDC,Dodge City Regional Airport,Kansas,37.76340103149414,-99.9655990600586,2021,622,86.17,2.73,11.48,292.0
CKB,North Central West Virginia Airport,West Virginia,39.296600341799994,-80.2281036377,2021,881,74.46,2.72,20.22,383.38
SHD,Shenandoah Valley Regional Airport,Virginia,38.2638015747,-78.8964004517,2021,700,81.14,2.71,12.64,313.97
DAL,Dallas Love Field,Texas,32.847099,-96.851799,2021,58271,68.97,2.71,19.18,735.9
HRL,Valley International Airport,Texas,26.228500366210938,-97.65440368652344,2021,2813,77.75,2.7,12.08,403.22
OTH,Southwest Oregon Regional Airport,Oregon,43.41709899902344,-124.24600219726562,2021,334,79.34,2.69,22.14,477.81
GCC,Gillette Campbell County Airport,Wyoming,44.3488998413,-105.539001465,2021,747,79.38,2.68,16.38,313.0
SHR,Sheridan County Airport,Wyoming,44.76919937133789,-106.9800033569336,2021,713,79.38,2.66,15.07,359.0
BRO,Brownsville South Padre Island International Airport,Texas,25.90679931640625,-97.4259033203125,2021,1479,82.69,2.64,7.42,452.0
CRP,Corpus Christi International Airport,Texas,27.77039909362793,-97.5011978149414,2021,3751,80.65,2.64,7.36,291.49
VPS,Destin-Ft Walton Beach Airport,Florida,30.4832,-86.525398,2021,11287,77.52,2.63,12.22,552.03
RIW,Riverton Regional Airport,Wyoming,43.064201355,-108.459999084,2021,582,78.35,2.58,15.72,296.0
LBF,North Platte Regional Airport Lee Bird Field,Nebraska,41.12620163,-100.6839981,2021,624,82.53,2.56,10.61,228.0
ALO,Waterloo Regional Airport,Iowa,42.55709838867188,-92.40029907226562,2021,549,88.34,2.55,1.79,234.0
SWO,Stillwater Regional Airport,Oklahoma,36.161201477050994,-97.08570098877,2021,554,87.73,2.53,2.37,225.0
HDN,Yampa Valley Airport,Colorado,40.48120117,-107.21800230000002,2021,2493,78.06,2.53,7.89,406.76
MDW,Chicago Midway International Airport,Illinois,41.785999000000004,-87.75240299999999,2021,64315,74.94,2.53,15.14,869.94
BWI,Baltimore/Washington International Thurgood Marshall Airport,Maryland,39.1754,-76.668297,2021,75214,75.78,2.51,14.42,792.87
BRW,Wiley Post Will Rogers Memorial Airport,Alaska,71.285402,-156.766008,2021,362,63.54,2.49,17.69,725.0
TOL,Toledo Express Airport,Ohio,41.58679962000001,-83.80780028999999,2021,610,76.07,2.46,10.9,656.45
PIA,General Wayne A. Downing Peoria International Airport,Illinois,40.66419982910001,-89.6932983398,2021,3190,78.5,2.45,11.17,609.67
XWA,XWA,North Dakota,,,2021,1103,78.69,2.45,20.99,574.35
MYR,Myrtle Beach International Airport,South Carolina,33.6796989441,-78.9282989502,2021,16201,80.9,2.44,9.26,478.32
PUB,Pueblo Memorial Airport,Colorado,38.289100646972656,-104.49700164794922,2021,621,88.08,2.42,9.33,109.0
BTR,Baton Rouge Metropolitan Airport,Louisiana,30.533199,-91.14959699999999,2021,4402,84.48,2.41,6.05,460.02
JAN,Jackson-Medgar Wiley Evers International Airport,Mississippi,32.3111991882,-90.07589721680002,2021,7091,87.46,2.4,5.31,436.17
SUX,Sioux Gateway Col. Bud Day Field,Iowa,42.40259933,-96.38439941,2021,878,81.55,2.39,10.97,448.4
LFT,Lafayette Regional Airport,Louisiana,30.20529938,-91.98760222999998,2021,3193,84.09,2.38,8.87,469.84
RFD,Chicago Rockford International Airport,Illinois,42.19540023803711,-89.09719848632812,2021,760,69.34,2.37,16.66,1172.81
SFB,Orlando Sanford International Airport,Florida,28.777599334716804,-81.23750305175781,2021,9651,73.66,2.37,13.17,831.67
PNS,Pensacola Regional Airport,Florida,30.473400115967,-87.18659973144499,2021,12367,82.98,2.36,7.97,544.35
HHH,Hilton Head Airport,South Carolina,32.2243995667,-80.6975021362,2021,3665,81.42,2.35,10.18,369.79
TUL,Tulsa International Airport,Oklahoma,36.19839859008789,-95.88809967041016,2021,12880,82.56,2.34,9.18,567.1
SAT,San Antonio International Airport,Texas,29.533700942993164,-98.46980285644533,2021,28170,83.41,2.33,8.35,777.26
COS,City of Colorado Springs Municipal Airport,Colorado,38.805800999999995,-104.700996,2021,11558,80.55,2.32,10.67,497.4
ISP,Long Island Mac Arthur Airport,New York,40.79520035,-73.10019684,2021,4345,77.91,2.32,12.0,798.24
TTN,Trenton Mercer Airport,New Jersey,40.27669906616211,-74.8134994506836,2021,1845,74.74,2.28,11.56,825.26
DBQ,Dubuque Regional Airport,Iowa,42.40200043,-90.70950317,2021,572,91.61,2.27,-3.55,147.0
PVD,Theodore Francis Green State Airport,Rhode Island,41.732601,-71.42040299999998,2021,10526,81.94,2.27,10.03,719.47
GST,Gustavus Airport,Alaska,58.4253006,-135.7070007,2021,89,88.76,2.25,-5.55,41.0
RNO,Reno Tahoe International Airport,Nevada,39.49909973144531,-119.76799774169922,2021,20746,80.96,2.25,9.66,632.46
CPR,Casper-Natrona County International Airport,Wyoming,42.908001,-106.46399699999999,2021,1822,80.13,2.2,11.03,261.07
FAI,Fairbanks International Airport,Alaska,64.81510162,-147.85600279999997,2021,4674,82.16,2.2,5.04,1037.63
STS,Charles M. Schulz Sonoma County Airport,California,38.508998870000006,-122.8130035,2021,3511,84.42,2.19,5.04,581.34
PUW,Pullman Moscow Regional Airport,Washington,46.743900000000004,-117.110001,2021,966,84.37,2.17,5.05,247.39
EYW,Key West International Airport,Florida,24.55610084533692,-81.75959777832031,2021,10237,73.38,2.17,16.71,833.17
DEN,Denver International Airport,Colorado,39.86169815063496,-104.672996521,2021,260616,76.56,2.16,13.7,862.09
FAR,Hector International Airport,North Dakota,46.92070007324219,-96.81580352783205,2021,6067,81.59,2.16,11.31,611.26
OKC,Will Rogers World Airport,Oklahoma,35.39310073852539,-97.60070037841795,2021,19440,83.27,2.14,9.24,638.17
PIE,St Petersburg Clearwater International Airport,Florida,27.91020012,-82.68740082,2021,7610,72.94,2.12,10.66,870.18
SNA,John Wayne Airport-Orange County Airport,California,33.67570114,-117.8679962,2021,36757,82.27,2.12,7.92,773.63
AUS,Austin Bergstrom International Airport,Texas,30.194499969482425,-97.6698989868164,2021,61399,80.34,2.11,10.11,959.87
IAH,George Bush Intercontinental Houston Airport,Texas,29.984399795532227,-95.34140014648438,2021,128741,80.05,2.11,11.14,898.2
PGD,Charlotte County Airport,Florida,26.92020035,-81.99050139999999,2021,5960,74.28,2.11,10.7,981.56
LEX,Blue Grass Airport,Kentucky,38.0364990234375,-84.60590362548828,2021,6363,84.88,2.11,5.97,434.78
JNU,Juneau International Airport,Alaska,58.35499954223633,-134.5760040283203,2021,3956,79.47,2.1,1.79,490.6
MOB,Mobile Regional Airport,Alabama,30.691200256348,-88.242797851562,2021,3291,84.93,2.1,7.46,415.11
AZA,Phoenix-Mesa-Gateway Airport,Arizona,33.307800289999996,-111.65499879999999,2021,5991,74.78,2.1,10.11,1001.85
ICT,Wichita Eisenhower National Airport,Kansas,37.649899,-97.433098,2021,8622,82.94,2.09,9.27,565.51
ALS,San Luis Valley Regional Bergman Field,Colorado,37.434898,-105.866997,2021,625,88.48,2.08,15.31,179.0
BNA,Nashville International Airport,Tennessee,36.1245002746582,-86.6781997680664,2021,74479,80.25,2.07,10.57,720.18
ELP,El Paso International Airport,Texas,31.80719948,-106.3779984,2021,13563,80.08,2.06,11.35,652.86
LIT,Bill & Hillary Clinton National Airport/Adams Field,Arkansas,34.729400634799994,-92.2242965698,2021,10257,82.04,2.06,9.28,484.97
ESC,Delta County Airport,Michigan,45.72269821169999,-87.09369659419998,2021,683,81.26,2.05,19.59,305.07
KTN,Ketchikan International Airport,Alaska,55.35559845000001,-131.7140045,2021,2156,80.52,2.04,2.42,457.01
CID,The Eastern Iowa Airport,Iowa,41.88470077514648,-91.71080017089844,2021,8198,81.4,2.02,10.42,591.85
OGD,Ogden Hinckley Airport,Utah,41.195899963379006,-112.01200103759999,2021,99,62.63,2.02,13.42,544.0
FSD,Joe Foss Field Airport,South Dakota,43.582000732400004,-96.741897583,2021,7632,81.05,2.02,12.2,629.36
PWM,Portland International Jetport Airport,Maine,43.646198270000006,-70.30930328000001,2021,9584,83.84,2.01,10.24,616.8
PAE,Snohomish County (Paine Field) Airport,Washington,47.90629959,-122.28199770000002,2021,2162,87.56,1.99,2.65,941.51
DRO,Durango La Plata County Airport,Colorado,37.1515007019,-107.753997803,2021,4035,78.39,1.98,11.08,399.35
EAT,Pangborn Memorial Airport,Washington,47.39889907840001,-120.207000732,2021,810,86.79,1.98,4.85,99.0
MHT,Manchester-Boston Regional Airport,New Hampshire,42.932598,-71.43569899999999,2021,4893,85.16,1.98,7.39,659.48
AVL,Asheville Regional Airport,North Carolina,35.43619918823242,-82.54180145263672,2021,8061,80.06,1.98,10.5,406.13
PRC,Ernest A. Love Field,Arizona,34.65449905,-112.4199982,2021,864,80.56,1.97,12.69,468.35
CNY,Canyonlands Field,Utah,38.75500107,-109.75499730000001,2021,716,80.45,1.96,14.3,253.81
RAP,Rapid City Regional Airport,South Dakota,44.0452995300293,-103.05699920654295,2021,6021,81.22,1.96,10.79,627.19
ORD,Chicago O'Hare International Airport,Illinois,41.97860000000001,-87.90479999999998,2021,240338,80.64,1.93,10.38,795.78
HOB,Lea County Regional Airport,New Mexico,32.6875,-103.2170029,2021,417,84.41,1.92,21.45,501.0
JAC,Jackson Hole Airport,Wyoming,43.6072998046875,-110.73799896240234,2021,6428,79.0,1.91,14.37,742.81
SRQ,Sarasota Bradenton International Airport,Florida,27.39539909362793,-82.55439758300781,2021,16200,79.09,1.9,10.27,831.81
SGF,Springfield Branson National Airport,Missouri,37.24570084,-93.38860321,2021,7152,81.32,1.89,9.66,547.87
BZN,Gallatin Field,Montana,45.77750015,-111.15299989999998,2021,11628,80.86,1.89,9.47,816.17
FLL,Fort Lauderdale Hollywood International Airport,Florida,26.072599000000004,-80.15270199999999,2021,87264,77.76,1.88,12.89,1062.73
ANC,Ted Stevens Anchorage International Airport,Alaska,61.17440032958983,-149.99600219726562,2021,19284,83.79,1.88,3.91,1263.63
SDF,Louisville International Standiford Field,Kentucky,38.1744,-85.73599999999999,2021,18926,82.16,1.87,9.36,580.28
CRW,Yeager Airport,West Virginia,38.37310028076172,-81.59320068359375,2021,2801,84.61,1.86,7.73,307.87
YKM,Yakima Air Terminal McAllister Field,Washington,46.56819916,-120.54399870000002,2021,754,89.66,1.86,1.21,103.0
RSW,Southwest Florida International Airport,Florida,26.53619956970215,-81.75520324707031,2021,40708,81.42,1.84,8.22,998.94
MLI,Quad City International Airport,Illinois,41.44850158691406,-90.50749969482422,2021,3914,84.49,1.84,8.84,553.39
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2021,21912,80.86,1.82,9.65,920.4
COD,Yellowstone Regional Airport,Wyoming,44.520198822,-109.02400207500001,2021,772,73.32,1.81,23.09,381.3
MDT,Harrisburg International Airport,Pennsylvania,40.1935005188,-76.7633972168,2021,5011,83.38,1.8,8.18,598.18
PSM,Portsmouth International at Pease Airport,New Hampshire,43.0778999329,-70.8233032227,2021,336,66.37,1.79,15.08,1198.58
FWA,Fort Wayne International Airport,Indiana,40.97850037,-85.19509888,2021,5646,82.16,1.79,11.9,486.64
MRY,Monterey Peninsula Airport,California,36.58700180053711,-121.84300231933594,2021,3656,82.58,1.78,8.74,686.83
SBA,Santa Barbara Municipal Airport,California,34.42620087,-119.83999630000001,2021,6679,83.11,1.78,8.06,636.52
STL,St Louis Lambert International Airport,Missouri,38.74869699999999,-90.37000299999997,2021,47429,82.47,1.77,9.5,760.89
LGA,La Guardia Airport,New York,40.77719878999999,-73.87259673999999,2021,87194,85.13,1.76,7.71,777.72
BDL,Bradley International Airport,Connecticut,41.9388999939,-72.6831970215,2021,19878,82.43,1.75,9.2,870.06
TPA,Tampa International Airport,Florida,27.975500106811523,-82.533203125,2021,68256,82.46,1.74,9.15,934.67
SIT,Sitka Rocky Gutierrez Airport,Alaska,57.04710006713867,-135.36199951171875,2021,1090,81.83,1.74,1.36,314.53
OMA,Eppley Airfield,Nebraska,41.3032,-95.894096,2021,20513,84.69,1.74,7.09,703.39
HSV,Huntsville International Carl T Jones Field,Alabama,34.637199401855,-86.775100708008,2021,7056,84.69,1.74,6.01,429.67
BGR,Bangor International Airport,Maine,44.80739974975586,-68.8281021118164,2021,3800,83.39,1.74,9.89,746.73
TUS,Tucson International Airport,Arizona,32.1161003112793,-110.94100189208984,2021,15319,84.76,1.72,8.28,740.18
SAV,Savannah Hilton Head International Airport,Georgia,32.12760162,-81.20210266000001,2021,17647,83.45,1.71,8.47,559.98
BMI,Central Illinois Regional Airport at Bloomington-Normal,Illinois,40.477100369999995,-88.91590118,2021,2654,84.36,1.7,7.67,517.17
FNT,Bishop International Airport,Michigan,42.96540069580078,-83.74359893798828,2021,2818,77.96,1.7,10.99,613.3
EUG,Mahlon Sweet Field,Oregon,44.12459945678711,-123.21199798583984,2021,8586,86.05,1.7,8.07,587.01
GPT,Gulfport Biloxi International Airport,Mississippi,30.40730094909668,-89.07009887695312,2021,3307,83.58,1.69,7.67,461.08
LGB,Long Beach /Daugherty Field/ Airport,California,33.81769943,-118.1520004,2021,12125,82.99,1.69,8.85,813.7
ILG,New Castle Airport,Delaware,39.67869948999999,-75.60649872,2021,118,63.56,1.69,19.35,841.0
MCI,Kansas City International Airport,Missouri,39.29760000000001,-94.713898,2021,37792,84.44,1.68,6.63,776.4
ECP,Northwest Florida Beaches International Airport,Florida,30.357105999999998,-85.79541400000001,2021,9214,81.51,1.68,10.77,523.23
TVC,Cherry Capital Airport,Michigan,44.74140167236328,-85.58219909667969,2021,4522,81.91,1.68,11.42,410.09
CHS,Charleston Air Force Base-International Airport,South Carolina,32.89860153,-80.04049683,2021,23605,83.21,1.68,7.49,614.45
ABQ,Albuquerque International Sunport,New Mexico,35.040199,-106.60900100000002,2021,17073,81.71,1.68,10.0,658.18
MCO,Orlando International Airport,Florida,28.429399490356445,-81.30899810791016,2021,132334,77.46,1.66,13.07,975.42
MKE,General Mitchell International Airport,Wisconsin,42.94720077514648,-87.89659881591797,2021,22728,84.92,1.65,6.42,806.03
IDA,Idaho Falls Regional Airport,Idaho,43.514599000000004,-112.070999,2021,3936,83.26,1.65,10.43,458.11
GRR,Gerald R. Ford International Airport,Michigan,42.880798340000005,-85.52279662999999,2021,15341,83.33,1.63,8.02,607.75
JAX,Jacksonville International Airport,Florida,30.49410057067871,-81.68789672851562,2021,24538,84.04,1.63,7.9,656.59
DSM,Des Moines International Airport,Iowa,41.53400039672852,-93.66310119628906,2021,13856,83.99,1.62,8.39,657.34
CLE,Cleveland Hopkins International Airport,Ohio,41.4117012024,-81.8498001099,2021,33816,84.05,1.6,8.03,690.29
GTF,Great Falls International Airport,Montana,47.48199844,-111.37100219999999,2021,3064,85.8,1.6,6.3,585.12
BUF,Buffalo Niagara International Airport,New York,42.94049834999999,-78.73220061999999,2021,14338,85.17,1.6,8.14,575.77
PSP,Palm Springs International Airport,California,33.8297004699707,-116.50700378417967,2021,13530,85.64,1.6,5.79,701.18
APN,Alpena County Regional Airport,Michigan,45.0780983,-83.56030273,2021,624,86.86,1.6,6.71,198.0
AVP,Wilkes Barre Scranton International Airport,Pennsylvania,41.3385009766,-75.72339630130001,2021,1814,89.8,1.6,3.95,545.28
HPN,Westchester County Airport,New York,41.06700134277344,-73.70760345458984,2021,6229,79.02,1.59,12.9,808.07
SCC,Deadhorse Airport,Alaska,70.19470215,-148.4649963,2021,450,92.0,1.56,-13.26,606.88
RIC,Richmond International Airport,Virginia,37.50519943237305,-77.3197021484375,2021,15104,85.1,1.55,8.0,600.82
ORF,Norfolk International Airport,Virginia,36.89459991455078,-76.20120239257812,2021,17786,84.94,1.54,7.2,524.66
PSG,Petersburg James A Johnson Airport,Alaska,56.80170059,-132.9450073,2021,721,82.52,1.53,1.15,77.06
WRG,Wrangell Airport,Alaska,56.484298710000004,-132.3699951,2021,719,85.12,1.53,-0.93,56.54
BHM,Birmingham-Shuttlesworth International Airport,Alabama,33.56290054,-86.75350189,2021,13655,83.08,1.52,9.22,523.01
BIL,Billings Logan International Airport,Montana,45.80770111083984,-108.54299926757812,2021,5445,84.59,1.51,5.38,631.4
PSE,PSE,Puerto Rico,,,2021,265,78.49,1.51,-1.08,1197.18
OAK,Metropolitan Oakland International Airport,California,37.72129799999999,-122.22100100000003,2021,35200,82.24,1.51,9.34,780.29
EAR,EAR,Nebraska,,,2021,935,84.71,1.5,15.69,413.23
GSO,Piedmont Triad International Airport,North Carolina,36.097801208496094,-79.93730163574219,2021,7980,87.12,1.49,6.16,412.47
IAD,Washington Dulles International Airport,Virginia,38.94449997,-77.45580292,2021,50408,81.85,1.48,10.24,861.87
BFL,Meadows Field,California,35.43360138,-119.0569992,2021,2635,81.82,1.48,13.81,705.31
ONT,Ontario International Airport,California,34.055999755859375,-117.60099792480466,2021,20108,82.8,1.48,8.69,772.29
LAS,McCarran International Airport,Nevada,36.08010101,-115.1520004,2021,141107,77.51,1.47,12.56,1011.96
ROA,Roanoke–Blacksburg Regional Airport,Virginia,37.3255,-79.975403,2021,1432,85.41,1.47,7.0,418.1
IND,Indianapolis International Airport,Indiana,39.7173,-86.29440300000002,2021,35903,84.6,1.47,6.62,724.5
XNA,Northwest Arkansas Regional Airport,Arkansas,36.281898,-94.306801,2021,8283,85.15,1.46,5.83,564.09
RST,Rochester International Airport,Minnesota,43.90829849243164,-92.5,2021,2875,89.29,1.46,4.0,228.22
DCA,Ronald Reagan Washington National Airport,Virginia,38.8521,-77.03769699999998,2021,82051,83.81,1.46,7.01,678.04
MFR,Rogue Valley International Medford Airport,Oregon,42.37419891357422,-122.8730010986328,2021,8005,87.22,1.46,6.41,528.96
MQT,Sawyer International Airport,Michigan,46.353599548300004,-87.395401001,2021,1462,82.9,1.44,18.94,320.47
SEA,Seattle Tacoma International Airport,Washington,47.449001,-122.308998,2021,167726,84.43,1.43,5.99,1085.54
EVV,Evansville Regional Airport,Indiana,38.036998748799995,-87.53240203860001,2021,2322,86.61,1.42,3.59,460.28
MIA,Miami International Airport,Florida,25.79319953918457,-80.29060363769531,2021,91778,77.52,1.42,12.85,1018.04
FAT,Fresno Yosemite International Airport,California,36.77619934082031,-119.71800231933594,2021,11793,83.43,1.41,10.16,579.67
PDX,Portland International Airport,Oregon,45.58869934,-122.59799959999998,2021,55734,85.42,1.41,5.47,943.55
PIT,Pittsburgh International Airport,Pennsylvania,40.49150085,-80.23290252999999,2021,32543,85.77,1.4,6.41,655.83
RDM,Roberts Field,Oregon,44.2541008,-121.1500015,2021,7858,86.32,1.39,6.25,485.85
SJC,Norman Y. Mineta San Jose International Airport,California,37.362598,-121.92900100000001,2021,38085,85.59,1.39,5.93,830.07
RDU,Raleigh Durham International Airport,North Carolina,35.87760162353516,-78.7874984741211,2021,44051,85.7,1.39,7.36,688.94
PHL,Philadelphia International Airport,Pennsylvania,39.87189865112305,-75.24109649658203,2021,82669,82.88,1.38,7.73,865.2
MSN,Dane County Regional Truax Field,Wisconsin,43.13990020751953,-89.3375015258789,2021,9737,86.67,1.38,6.83,548.91
SBP,San Luis County Regional Airport,California,35.236801147499996,-120.64199829100001,2021,3852,86.06,1.38,6.94,674.54
GJT,Grand Junction Regional Airport,Colorado,39.1223983765,-108.52700042699999,2021,4879,83.97,1.37,6.64,390.99
CMH,John Glenn Columbus International Airport,Ohio,39.998001,-82.89189899999998,2021,30696,85.27,1.37,7.17,664.72
PLN,Pellston Regional Airport of Emmet County Airport,Michigan,45.57089996,-84.79669952,2021,881,88.08,1.36,9.51,243.0
MGM,Montgomery Regional (Dannelly Field) Airport,Alabama,32.30059814,-86.39399719000001,2021,2963,85.52,1.35,7.57,364.32
EKO,Elko Regional Airport,Nevada,40.82490158081055,-115.7919998168945,2021,674,90.95,1.34,5.31,200.0
BIS,Bismarck Municipal Airport,North Dakota,46.77270126342773,-100.74600219726562,2021,4142,84.33,1.33,9.69,617.95
SAN,San Diego International Airport,California,32.73360061649999,-117.190002441,2021,64123,85.04,1.33,7.18,1090.09
ALB,Albany International Airport,New York,42.74829864501953,-73.80169677734375,2021,8492,83.46,1.33,10.73,672.63
SJU,SJU,Puerto Rico,,,2021,29436,77.7,1.32,13.36,1428.93
